Id,EntryTime,ExitTime,EntryPrice,ExitPrice,Qty,TradePL,BaseStrategy,EntrySide,ExitSide,ExitReason,HoldMins,Commission,NetPL,GrossPL,Direction,Session
230,,2025-07-30 12:30:00,,,1.0,-80.0,SuperSignal_v7_RTH15_v43,Buy to Close,Buy to Close,Close,,4.04,-84.04,-80.0,Unknown,Unknown
232,,2025-07-30 16:15:00,,,1.0,-142.5,SuperSignal_v7_RTH15_v43,Buy to Close,Buy to Close,Close,,4.04,-146.54,-142.5,Unknown,Unknown
234,,2025-07-31 13:30:00,,,1.0,48.75,SuperSignal_v7_RTH15_v43,Buy to Close,Buy to Close,Close,,4.04,44.71,48.75,Unknown,Unknown
236,,2025-08-03 18:00:00,,,1.0,-16.25,SuperSignal_v7_RTH15_v43,Buy to Close,Buy to Close,Close,,4.04,-20.29,-16.25,Unknown,Unknown
238,,2025-08-05 16:45:00,,,1.0,92.5,SuperSignal_v7_RTH15_v43,Buy to Close,Buy to Close,Close,,4.04,88.46,92.5,Unknown,Unknown
240,,2025-08-06 12:00:00,,,-1.0,137.5,SuperSignal_v7_RTH15_v43,Sell to Close,Sell to Close,Close,,4.04,133.46,137.5,Unknown,Unknown
242,,2025-08-11 12:15:00,,,1.0,-71.25,SuperSignal_v7_RTH15_v43,Buy to Close,Buy to Close,Close,,4.04,-75.29,-71.25,Unknown,Unknown
244,,2025-08-11 16:00:00,,,1.0,78.75,SuperSignal_v7_RTH15_v43,Buy to Close,Buy to Close,Close,,4.04,74.71,78.75,Unknown,Unknown
246,,2025-08-12 18:00:00,,,-1.0,113.75,SuperSignal_v7_RTH15_v43,Sell to Close,Sell to Close,Close,,4.04,109.71,113.75,Unknown,Unknown
248,,2025-08-15 16:15:00,,,1.0,60.0,SuperSignal_v7_RTH15_v43,Buy to Close,Buy to Close,Close,,4.04,55.96,60.0,Unknown,Unknown
250,,2025-08-18 18:00:00,,,1.0,-21.25,SuperSignal_v7_RTH15_v43,Buy to Close,Buy to Close,Close,,4.04,-25.29,-21.25,Unknown,Unknown
252,,2025-08-19 13:15:00,,,1.0,115.0,SuperSignal_v7_RTH15_v43,Buy to Close,Buy to Close,Close,,4.04,110.96,115.0,Unknown,Unknown
254,,2025-08-20 15:15:00,,,1.0,-115.0,SuperSignal_v7_RTH15_v43,Buy to Close,Buy to Close,Close,,4.04,-119.04,-115.0,Unknown,Unknown
256,,2025-08-21 18:00:00,,,1.0,-50.0,SuperSignal_v7_RTH15_v43,Buy to Close,Buy to Close,Close,,4.04,-54.04,-50.0,Unknown,Unknown
258,,2025-08-25 16:00:00,,,-1.0,-73.75,SuperSignal_v7_RTH15_v43,Sell to Close,Sell to Close,Close,,4.04,-77.79,-73.75,Unknown,Unknown
260,,2025-08-26 15:30:00,,,-1.0,57.5,SuperSignal_v7_RTH15_v43,Sell to Close,Sell to Close,Close,,4.04,53.46,57.5,Unknown,Unknown
262,,2025-08-28 18:00:00,,,-1.0,35.0,SuperSignal_v7_RTH15_v43,Sell to Close,Sell to Close,Close,,4.04,30.96,35.0,Unknown,Unknown
