Id,EntryTime,ExitTime,EntryPrice,ExitPrice,EntryQty,ExitQty,QtyAbs,TradePL,GrossPL,Commission,NetPL,PointsPerContract,GrossAmount,NetAmount,AmountExit,PositionAfterExit,BaseStrategy,StrategyRaw,Symbol,EntrySide,ExitSide,ExitReason,Direction,HoldMins,StrategyBucket,Session,SLBreached,SLCorrection,AdjustedNetPL
82,,2024-12-16 16:00:00,,,,-1.0,1.0,53.75,53.75,4.04,49.71,9.942,53.75,49.71,-5.0,0.0,SuperSignal_v6,SuperSignal_v6(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,49.71
84,,2024-12-17 09:30:00,,,,-1.0,1.0,-28.75,-28.75,4.04,-32.79,-6.558,-28.75,-32.79,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(0.00)),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,-32.79
86,,2024-12-17 11:15:00,,,,1.0,1.0,-16.25,-16.25,4.04,-20.29,-4.058,-16.25,-20.29,5.0,0.0,SuperSignal_v6,SuperSignal_v6(BTC Stop),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,-20.29
88,,2024-12-17 14:30:00,,,,-1.0,1.0,-63.75,-63.75,4.04,-67.79,-13.558000000000002,-63.75,-67.79,-5.0,0.0,SuperSignal_v6,SuperSignal_v6(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,-67.79
90,,2024-12-17 15:45:00,,,,1.0,1.0,-33.75,-33.75,4.04,-37.79,-7.558,-33.75,-37.79,5.0,0.0,SuperSignal_v6,SuperSignal_v6(BTC Stop),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,-37.79
92,,2024-12-18 09:00:00,,,,1.0,1.0,33.75,33.75,4.04,29.71,5.942,33.75,29.71,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(68.75)),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,29.71
94,,2024-12-18 09:30:00,,,,-1.0,1.0,-40.0,-40.0,4.04,-44.04,-8.808,-40.0,-44.04,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(0.00)),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,-44.04
96,,2024-12-18 15:00:00,,,,1.0,1.0,317.5,317.5,4.04,313.46,62.69199999999999,317.5,313.46,5.0,0.0,SuperSignal_v6,SuperSignal_v6(BTC Target),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,313.46
98,,2024-12-19 06:00:00,,,,1.0,1.0,1.25,1.25,4.04,-2.79,-0.558,1.25,-2.79,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(52.50)),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,-2.79
100,,2024-12-19 06:15:00,,,,-1.0,1.0,18.75,18.75,4.04,14.71,2.942,18.75,14.71,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,14.71
102,,2024-12-19 09:00:00,,,,1.0,1.0,-72.5,-72.5,4.04,-76.54,-15.308000000000002,-72.5,-76.54,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(55.00)),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,-76.54
104,,2024-12-19 09:15:00,,,,-1.0,1.0,32.5,32.5,4.04,28.46,5.692,32.5,28.46,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,28.46
106,,2024-12-19 09:30:00,,,,1.0,1.0,-13.75,-13.75,4.04,-17.79,-3.558,-13.75,-17.79,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(0.00)),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,-17.79
108,,2024-12-20 06:15:00,,,,-1.0,1.0,-487.5,-487.5,4.04,-491.54,-20.0,-487.5,-491.54,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(51.25)),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,True,391.54,-100.0
110,,2024-12-20 06:30:00,,,,1.0,1.0,16.25,16.25,4.04,12.21,2.442,16.25,12.21,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,12.21
112,,2024-12-20 07:45:00,,,,-1.0,1.0,-22.5,-22.5,4.04,-26.54,-5.308,-22.5,-26.54,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(72.50)),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,-26.54
114,,2024-12-20 08:15:00,,,,1.0,1.0,6.25,6.25,4.04,2.21,0.442,6.25,2.21,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,2.21
116,,2024-12-20 08:45:00,,,,-1.0,1.0,117.5,117.5,4.04,113.46,22.692,117.5,113.46,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(117.50)),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,113.46
118,,2024-12-20 09:30:00,,,,1.0,1.0,-8.75,-8.75,4.04,-12.79,-2.558,-8.75,-12.79,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(0.00)),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,-12.79
120,,2024-12-20 10:45:00,,,,-1.0,1.0,280.0,280.0,4.04,275.96,55.19199999999999,280.0,275.96,-5.0,0.0,SuperSignal_v6,SuperSignal_v6(STC Target),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,275.96
122,,2024-12-20 15:30:00,,,,-1.0,1.0,-91.25,-91.25,4.04,-95.29,-19.058,-91.25,-95.29,-5.0,0.0,SuperSignal_v6,SuperSignal_v6(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,-95.29
124,,2024-12-23 07:30:00,,,,-1.0,1.0,-51.25,-51.25,4.04,-55.29,-11.058,-51.25,-55.29,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(51.25)),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,-55.29
