Id,EntryTime,ExitTime,EntryPrice,ExitPrice,EntryQty,ExitQty,QtyAbs,TradePL,GrossPL,Commission,NetPL,PointsPerContract,GrossAmount,NetAmount,AmountExit,PositionAfterExit,BaseStrategy,StrategyRaw,Symbol,EntrySide,ExitSide,ExitReason,Direction,HoldMins,StrategyBucket,Session,SLBreached,SLCorrection,AdjustedNetPL
120,,2025-04-14 18:00:00,,,,1.0,1.0,33.75,33.75,4.04,29.71,5.942,33.75,29.71,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Daily),,Buy to Close,Buy to Close,Close,Unknown,,RTH15,Unknown,False,0.0,29.71
122,,2025-04-15 18:00:00,,,,1.0,1.0,83.75,83.75,4.04,79.71,15.941999999999998,83.75,79.71,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Daily),,Buy to Close,Buy to Close,Close,Unknown,,RTH15,Unknown,False,0.0,79.71
124,,2025-04-16 12:45:00,,,,-1.0,1.0,-211.25,-211.25,4.04,-215.29,-20.0,-211.25,-215.29,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,RTH15,Unknown,True,115.28999999999999,-100.0
126,,2025-04-20 18:00:00,,,,-1.0,1.0,-81.25,-81.25,4.04,-85.29,-17.058,-81.25,-85.29,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Daily),,Sell to Close,Sell to Close,Close,Unknown,,RTH15,Unknown,False,0.0,-85.29
128,,2025-04-22 18:00:00,,,,-1.0,1.0,126.25,126.25,4.04,122.21,24.442,126.25,122.21,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Daily),,Sell to Close,Sell to Close,Close,Unknown,,RTH15,Unknown,False,0.0,122.21
130,,2025-04-23 18:00:00,,,,1.0,1.0,108.75,108.75,4.04,104.71,20.942,108.75,104.71,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Daily),,Buy to Close,Buy to Close,Close,Unknown,,RTH15,Unknown,False,0.0,104.71
132,,2025-04-25 13:30:00,,,,-1.0,1.0,132.5,132.5,4.04,128.46,25.692,132.5,128.46,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Target),,Sell to Close,Sell to Close,Close,Unknown,,RTH15,Unknown,False,0.0,128.46
134,,2025-04-30 16:00:00,,,,-1.0,1.0,276.25,276.25,4.04,272.21,54.44199999999999,276.25,272.21,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Target),,Sell to Close,Sell to Close,Close,Unknown,,RTH15,Unknown,False,0.0,272.21
136,,2025-05-01 16:00:00,,,,-1.0,1.0,-162.5,-162.5,4.04,-166.54,-20.0,-162.5,-166.54,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,RTH15,Unknown,True,66.53999999999999,-100.0
138,,2025-05-04 18:00:00,,,,-1.0,1.0,61.25,61.25,4.04,57.21,11.442,61.25,57.21,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Daily),,Sell to Close,Sell to Close,Close,Unknown,,RTH15,Unknown,False,0.0,57.21
140,,2025-05-06 16:30:00,,,,-1.0,1.0,-130.0,-130.0,4.04,-134.04,-20.0,-130.0,-134.04,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,RTH15,Unknown,True,34.03999999999999,-100.0
142,,2025-05-07 13:15:00,,,,1.0,1.0,-148.75,-148.75,4.04,-152.79,-20.0,-148.75,-152.79,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Stop),,Buy to Close,Buy to Close,Close,Unknown,,RTH15,Unknown,True,52.78999999999999,-100.0
144,,2025-05-07 14:15:00,,,,1.0,1.0,130.0,130.0,4.04,125.96,25.192,130.0,125.96,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Target),,Buy to Close,Buy to Close,Close,Unknown,,RTH15,Unknown,False,0.0,125.96
146,,2025-05-08 18:00:00,,,,-1.0,1.0,-72.5,-72.5,4.04,-76.54,-15.308000000000002,-72.5,-76.54,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Daily),,Sell to Close,Sell to Close,Close,Unknown,,RTH15,Unknown,False,0.0,-76.54
148,,2025-05-12 13:00:00,,,,1.0,1.0,-148.75,-148.75,4.04,-152.79,-20.0,-148.75,-152.79,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Stop),,Buy to Close,Buy to Close,Close,Unknown,,RTH15,Unknown,True,52.78999999999999,-100.0
150,,2025-05-12 16:15:00,,,,-1.0,1.0,91.25,91.25,4.04,87.21,17.442,91.25,87.21,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Target),,Sell to Close,Sell to Close,Close,Unknown,,RTH15,Unknown,False,0.0,87.21
152,,2025-05-14 18:00:00,,,,1.0,1.0,13.75,13.75,4.04,9.71,1.9420000000000002,13.75,9.71,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Daily),,Buy to Close,Buy to Close,Close,Unknown,,RTH15,Unknown,False,0.0,9.71
