giStrategy report
Symbol: /MES:XCME
Work Time: 12/18/24 10:30 AM - 9/4/25 2:00 PM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
122;SuperSignal_v7_RTH15_v43(STC Daily);Sell to Close;-1;-5.0;$6,045.75;2/4/25 6:00 PM;($72.50);$736.25;0.0;
123;SuperSignal_v7_PreMarket45_43(BTO Entry);Buy to Open;1;5.0;$6,041.25;2/5/25 8:30 AM;;$741.25;5.0;
124;SuperSignal_v7_PreMarket45_43(STC Target);Sell to Close;-1;-5.0;$6,058.50;2/5/25 11:15 AM;$86.25;$822.50;0.0;
125;SuperSignal_v7_RTH15_v43(BTO);Buy to Open;1;5.0;$6,063.00;2/5/25 11:45 AM;;$863.75;5.0;
126;SuperSignal_v7_RTH15_v43(STC Daily);Sell to Close;-1;-5.0;$6,089.75;2/5/25 6:00 PM;$133.75;$956.25;0.0;
127;SuperSignal_v7_PreMarket45_43(STO Entry);Sell to Open;-1;-5.0;$6,091.50;2/6/25 6:15 AM;;$961.25;-5.0;
128;SuperSignal_v7_PreMarket45_43(BTC Target);Buy to Close;1;5.0;$6,073.75;2/6/25 2:45 PM;$88.75;$1,045.00;0.0;
129;SuperSignal_v7_PreMarket45_43(BTO Entry);Buy to Open;1;5.0;$6,109.00;2/7/25 8:45 AM;;$1,046.25;5.0;
130;SuperSignal_v7_PreMarket45_43(STC Stop);Sell to Close;-1;-5.0;$6,085.25;2/7/25 10:15 AM;($118.75);$926.25;0.0;
131;SuperSignal_v7_PreMarket45_43(BTO Entry);Buy to Open;1;5.0;$6,075.00;2/10/25 6:15 AM;;$936.25;5.0;
132;SuperSignal_v7_PreMarket45_43(STC Target);Sell to Close;-1;-5.0;$6,092.25;2/10/25 11:00 AM;$86.25;$1,012.50;0.0;
133;SuperSignal_v7_RTH15_v43(BTO);Buy to Open;1;5.0;$6,090.25;2/10/25 3:00 PM;;$1,026.25;5.0;
134;SuperSignal_v7_RTH15_v43(STC Daily);Sell to Close;-1;-5.0;$6,087.50;2/10/25 6:00 PM;($13.75);$998.75;0.0;
135;SuperSignal_v7_RTH15_v43(BTO);Buy to Open;1;5.0;$6,081.25;2/11/25 10:30 AM;;$1,013.75;5.0;
136;SuperSignal_v7_RTH15_v43(STC Daily);Sell to Close;-1;-5.0;$6,090.75;2/11/25 6:00 PM;$47.50;$1,046.25;0.0;
137;SuperSignal_v7_PreMarket45_43(BTO Entry);Buy to Open;1;5.0;$6,093.25;2/12/25 8:00 AM;;$1,045.00;5.0;
138;SuperSignal_v7_PreMarket45_43(STC Stop);Sell to Close;-1;-5.0;$6,080.00;2/12/25 8:45 AM;($66.25);$980.00;0.0;
139;SuperSignal_v7_RTH15_v43(BTO);Buy to Open;1;5.0;$6,063.75;2/12/25 10:45 AM;;$976.25;5.0;
140;SuperSignal_v7_RTH15_v43(STC Daily);Sell to Close;-1;-5.0;$6,079.75;2/12/25 6:00 PM;$80.00;$1,060.00;0.0;
141;SuperSignal_v7_RTH15_v43(BTO);Buy to Open;1;5.0;$6,099.00;2/13/25 10:30 AM;;$1,120.00;5.0;
142;SuperSignal_v7_RTH15_v43(STC Target);Sell to Close;-1;-5.0;$6,122.25;2/13/25 2:30 PM;$116.25;$1,176.25;0.0;
143;SuperSignal_v7_PreMarket45_43(BTO Entry);Buy to Open;1;5.0;$6,144.50;2/17/25 7:15 AM;;$1,178.75;5.0;
144;SuperSignal_v7_PreMarket45_43(STC Stop);Sell to Close;-1;-5.0;$6,136.50;2/17/25 9:45 AM;($40.00);$1,136.25;0.0;
145;SuperSignal_v7_RTH15_v43(BTO);Buy to Open;1;5.0;$6,146.00;2/17/25 11:30 AM;;$1,138.75;5.0;
146;SuperSignal_v7_RTH15_v43(STC Stop);Sell to Close;-1;-5.0;$6,139.50;2/17/25 6:30 PM;($32.50);$1,103.75;0.0;
147;SuperSignal_v7_PreMarket45_43(STO Entry);Sell to Open;-1;-5.0;$6,143.25;2/18/25 9:30 AM;;$1,137.50;-5.0;
148;SuperSignal_v7_PreMarket45_43(BTC Target);Buy to Close;1;5.0;$6,126.75;2/18/25 2:15 PM;$82.50;$1,186.25;0.0;
149;SuperSignal_v7_PreMarket45_43(STO Entry);Sell to Open;-1;-5.0;$6,140.75;2/19/25 8:00 AM;;$1,186.25;-5.0;
150;SuperSignal_v7_PreMarket45_43(BTC Stop);Buy to Close;1;5.0;$6,155.75;2/19/25 2:15 PM;($75.00);$1,111.25;0.0;
151;SuperSignal_v7_RTH15_v43(STO);Sell to Open;-1;-5.0;$6,087.25;2/21/25 12:30 PM;;$1,143.75;-5.0;
152;SuperSignal_v7_RTH15_v43(BTC Target);Buy to Close;1;5.0;$6,062.75;2/21/25 1:15 PM;$122.50;$1,233.75;0.0;
153;SuperSignal_v7_PreMarket45_43(BTO Entry);Buy to Open;1;5.0;$6,058.75;2/24/25 8:00 AM;;$1,240.00;5.0;
154;SuperSignal_v7_PreMarket45_43(STC Stop);Sell to Close;-1;-5.0;$6,042.00;2/24/25 9:45 AM;($83.75);$1,150.00;0.0;
155;SuperSignal_v7_RTH15_v43(STO);Sell to Open;-1;-5.0;$6,020.75;2/24/25 3:30 PM;;$1,163.75;-5.0;
156;SuperSignal_v7_RTH15_v43(BTC Target);Buy to Close;1;5.0;$6,000.75;2/24/25 4:00 PM;$100.00;$1,250.00;0.0;
157;SuperSignal_v7_PreMarket45_43(BTO Entry);Buy to Open;1;5.0;$6,007.00;2/25/25 8:00 AM;;$1,241.25;5.0;
158;SuperSignal_v7_PreMarket45_43(STC Stop);Sell to Close;-1;-5.0;$5,975.75;2/25/25 10:00 AM;($156.25);$1,093.75;0.0;
159;SuperSignal_v7_RTH15_v43(STO);Sell to Open;-1;-5.0;$5,959.25;2/25/25 2:30 PM;;$978.75;-5.0;
160;SuperSignal_v7_RTH15_v43(BTC Stop);Buy to Close;1;5.0;$5,988.75;2/25/25 3:30 PM;($147.50);$946.25;0.0;
161;SuperSignal_v7_PreMarket45_43(BTO Entry);Buy to Open;1;5.0;$6,001.75;2/26/25 6:15 AM;;$936.25;5.0;
162;SuperSignal_v7_PreMarket45_43(STC Stop);Sell to Close;-1;-5.0;$5,982.25;2/26/25 9:45 AM;($97.50);$848.75;0.0;
163;SuperSignal_v7_RTH15_v43(STO);Sell to Open;-1;-5.0;$5,952.75;2/26/25 2:00 PM;;$851.25;-5.0;
